מחוז טריטוריאלי,חודש קבלה,עיר,יום בשבוע,כמות  אירועים
מחוז מרכז,2,רעננה,שישי,2
מחוז מרכז,2,רעננה,רביעי,1
מחוז מרכז,2,רעננה,שלישי,1
מחוז מרכז,2,רעננה,שני,4
מחוז מרכז,2,שדי חמד,שלישי,1
מחוז מרכז,2,שוהם,שבת,1
מחוז מרכז,2,שוהם,שלישי,1
מחוז מרכז,2,תל מונד,שישי,1
מחוז מרכז,2,תל מונד,שלישי,1
מחוז מרכז,2,תל מונד,שני,1
מחוז מרכז,2,Total,,515
מחוז מרכז,3,אבן יהודה,שישי,2
מחוז מרכז,3,אחיטוב,שישי,1
מחוז מרכז,3,אלעד,ראשון,1
מחוז מרכז,3,אלעד,שבת,1
מחוז מרכז,3,אלעד,שישי,1
מחוז מרכז,3,אלעד,רביעי,1
מחוז מרכז,3,אלעד,שני,2
מחוז מרכז,3,באר יעקב,ראשון,2
מחוז מרכז,3,באר יעקב,שבת,1
מחוז מרכז,3,באר יעקב,חמישי,1
מחוז מרכז,3,באר יעקב,שני,2
מחוז מרכז,3,בית הלוי,שלישי,1
מחוז מרכז,3,בית עריף,רביעי,1
מחוז מרכז,3,גבעת ברנר,חמישי,1
מחוז מרכז,3,גדרה,ראשון,1
מחוז מרכז,3,גדרה,שבת,1
מחוז מרכז,3,גדרה,שישי,1
מחוז מרכז,3,גדרה,חמישי,1
מחוז מרכז,3,גדרה,שני,1
מחוז מרכז,3,גזר,ראשון,1
מחוז מרכז,3,גזר,רביעי,1
מחוז מרכז,3,גינתון,שבת,1
מחוז מרכז,3,הוד השרון,ראשון,3
מחוז מרכז,3,הוד השרון,שבת,2
מחוז מרכז,3,הוד השרון,שישי,2
מחוז מרכז,3,הוד השרון,חמישי,2
מחוז מרכז,3,הוד השרון,רביעי,1
מחוז מרכז,3,הוד השרון,שלישי,2
מחוז מרכז,3,הוד השרון,שני,1
מחוז מרכז,3,טייבה,שבת,3
מחוז מרכז,3,טייבה,שישי,1
מחוז מרכז,3,טייבה,חמישי,2
מחוז מרכז,3,טייבה,שני,1
מחוז מרכז,3,טירה,שבת,1
מחוז מרכז,3,טירה,חמישי,1
מחוז מרכז,3,טירה,רביעי,1
מחוז מרכז,3,יבנה,ראשון,1
מחוז מרכז,3,יבנה,שבת,1
מחוז מרכז,3,יבנה,שישי,1
מחוז מרכז,3,יבנה,חמישי,1
מחוז מרכז,3,יבנה,רביעי,1
מחוז מרכז,3,יבנה,שלישי,2
מחוז מרכז,3,יבנה,שני,1
מחוז מרכז,3,יד בנימין,שלישי,1
מחוז מרכז,3,ירחיב,ראשון,1
מחוז מרכז,3,כוכב יאיר,שישי,1
מחוז מרכז,3,כפר יונה,שני,2
מחוז מרכז,3,כפר סבא,ראשון,3
מחוז מרכז,3,כפר סבא,שבת,5
מחוז מרכז,3,כפר סבא,שישי,3
מחוז מרכז,3,כפר סבא,חמישי,3
מחוז מרכז,3,כפר סבא,רביעי,2
מחוז מרכז,3,כפר סבא,שלישי,3
מחוז מרכז,3,כפר סבא,שני,3
מחוז מרכז,3,כפר סירקין,חמישי,1
מחוז מרכז,3,כפר קאסם,ראשון,1
מחוז מרכז,3,כפר קאסם,שבת,2
מחוז מרכז,3,כפר קאסם,שישי,1
מחוז מרכז,3,כפר קאסם,שלישי,1
מחוז מרכז,3,לא ידוע,שבת,1
מחוז מרכז,3,לא ידוע,חמישי,1
מחוז מרכז,3,לא ידוע,שני,1
מחוז מרכז,3,לוד,ראשון,2
מחוז מרכז,3,לוד,שבת,12
מחוז מרכז,3,לוד,שישי,2
מחוז מרכז,3,לוד,חמישי,1
מחוז מרכז,3,לוד,רביעי,5
מחוז מרכז,3,לוד,שלישי,3
מחוז מרכז,3,לוד,שני,3
מחוז מרכז,3,מודיעין מכבים רעות,ראשון,4
מחוז מרכז,3,מודיעין מכבים רעות,שבת,1
מחוז מרכז,3,מודיעין מכבים רעות,שישי,1
מחוז מרכז,3,מודיעין מכבים רעות,חמישי,1
מחוז מרכז,3,מודיעין מכבים רעות,רביעי,1
מחוז מרכז,3,מודיעין מכבים רעות,שלישי,1
מחוז מרכז,3,מודיעין מכבים רעות,שני,3
מחוז מרכז,3,מזכרת בתיה,שבת,1
מחוז מרכז,3,נווה ימין,שבת,1
מחוז מרכז,3,ניצני עוז,ראשון,1
מחוז מרכז,3,ניצני עוז,רביעי,1
מחוז מרכז,3,ניצני עוז,שלישי,1
מחוז מרכז,3,נס ציונה,ראשון,1
מחוז מרכז,3,נס ציונה,שישי,1
מחוז מרכז,3,נס ציונה,חמישי,1
מחוז מרכז,3,נס ציונה,רביעי,2
מחוז מרכז,3,נס ציונה,שלישי,2
מחוז מרכז,3,נס ציונה,שני,1
מחוז מרכז,3,נתניה,ראשון,8
מחוז מרכז,3,נתניה,שבת,19
מחוז מרכז,3,נתניה,שישי,14
מחוז מרכז,3,נתניה,חמישי,9
מחוז מרכז,3,נתניה,רביעי,11
מחוז מרכז,3,נתניה,שלישי,6
מחוז מרכז,3,נתניה,שני,6
מחוז מרכז,3,עזריה,שבת,1
מחוז מרכז,3,פארק תעשיות עמק חפר,חמישי,1
מחוז מרכז,3,פרדסיה,שישי,1
מחוז מרכז,3,פתח תקווה,ראשון,9
מחוז מרכז,3,פתח תקווה,שבת,8
מחוז מרכז,3,פתח תקווה,שישי,8
מחוז מרכז,3,פתח תקווה,חמישי,6
מחוז מרכז,3,פתח תקווה,רביעי,7
מחוז מרכז,3,פתח תקווה,שלישי,7
מחוז מרכז,3,פתח תקווה,שני,9
מחוז מרכז,3,צור יצחק,שבת,1
מחוז מרכז,3,צור יצחק,שלישי,1
מחוז מרכז,3,קדימה צורן,ראשון,1
מחוז מרכז,3,קדימה צורן,שבת,1
מחוז מרכז,3,קלנסווה,ראשון,1
מחוז מרכז,3,קלנסווה,שישי,2
מחוז מרכז,3,קלנסווה,רביעי,1
מחוז מרכז,3,קלנסווה,שני,1
מחוז מרכז,3,קרית עקרון,רביעי,1
מחוז מרכז,3,ראש העין,ראשון,6
מחוז מרכז,3,ראש העין,שבת,3
מחוז מרכז,3,ראש העין,שישי,4
מחוז מרכז,3,ראש העין,חמישי,2
מחוז מרכז,3,ראש העין,רביעי,1
מחוז מרכז,3,ראש העין,שלישי,1
מחוז מרכז,3,ראש העין,שני,1
מחוז מרכז,3,ראשון לציון,ראשון,6
מחוז מרכז,3,ראשון לציון,שבת,13
מחוז מרכז,3,ראשון לציון,שישי,14
מחוז מרכז,3,ראשון לציון,חמישי,7
מחוז מרכז,3,ראשון לציון,רביעי,9
מחוז מרכז,3,ראשון לציון,שלישי,9
מחוז מרכז,3,ראשון לציון,שני,11
מחוז מרכז,3,רחובות,ראשון,7
מחוז מרכז,3,רחובות,שבת,10
מחוז מרכז,3,רחובות,שישי,7
מחוז מרכז,3,רחובות,חמישי,7
מחוז מרכז,3,רחובות,רביעי,3
מחוז מרכז,3,רחובות,שלישי,4
מחוז מרכז,3,רחובות,שני,5
מחוז מרכז,3,רמלה,ראשון,4
מחוז מרכז,3,רמלה,שבת,3
מחוז מרכז,3,רמלה,שישי,3
מחוז מרכז,3,רמלה,חמישי,2
מחוז מרכז,3,רמלה,רביעי,1
מחוז מרכז,3,רמלה,שלישי,1
מחוז מרכז,3,רמלה,שני,3
מחוז מרכז,3,רעננה,ראשון,2
מחוז מרכז,3,רעננה,שבת,2
מחוז מרכז,3,רעננה,שישי,4
מחוז מרכז,3,רעננה,חמישי,4
מחוז מרכז,3,רעננה,רביעי,1
מחוז מרכז,3,רעננה,שלישי,1
מחוז מרכז,3,רעננה,שני,1
מחוז מרכז,3,שוהם,שבת,1
מחוז מרכז,3,שער אפרים,שבת,1
מחוז מרכז,3,תל מונד,שבת,1
מחוז מרכז,3,תל מונד,שני,2
מחוז מרכז,3,תנובות,שני,1
מחוז מרכז,3,Total,,454
מחוז מרכז,Total,,,"1,493"
מחוז ירושלים,1,אבו גוש,שבת,1
מחוז ירושלים,1,אבו גוש,שלישי,1
מחוז ירושלים,1,אורה,חמישי,1
מחוז ירושלים,1,אורה,רביעי,1
מחוז ירושלים,1,בית שמש,ראשון,2
מחוז ירושלים,1,בית שמש,שבת,2
מחוז ירושלים,1,בית שמש,שישי,6
מחוז ירושלים,1,בית שמש,חמישי,4
מחוז ירושלים,1,בית שמש,רביעי,4
מחוז ירושלים,1,בית שמש,שלישי,2
מחוז ירושלים,1,בית שמש,שני,4
מחוז ירושלים,1,גבעון החדשה,רביעי,1
מחוז ירושלים,1,גבעת זאב,ראשון,1
מחוז ירושלים,1,גבעת זאב,שישי,1
מחוז ירושלים,1,גבעת זאב,חמישי,2
מחוז ירושלים,1,גבעת זאב,רביעי,2
מחוז ירושלים,1,הר אדר,רביעי,1
מחוז ירושלים,1,ירושלים,ראשון,31
מחוז ירושלים,1,ירושלים,שבת,37
מחוז ירושלים,1,ירושלים,שישי,43
מחוז ירושלים,1,ירושלים,חמישי,51
מחוז ירושלים,1,ירושלים,רביעי,29
מחוז ירושלים,1,ירושלים,שלישי,20
מחוז ירושלים,1,ירושלים,שני,34
מחוז ירושלים,1,כפר עקב,שני,2
מחוז ירושלים,1,לא ידוע,שלישי,1
מחוז ירושלים,1,מבשרת ציון,שבת,3
מחוז ירושלים,1,מבשרת ציון,שישי,1
מחוז ירושלים,1,מבשרת ציון,חמישי,4
מחוז ירושלים,1,מבשרת ציון,רביעי,1
מחוז ירושלים,1,מבשרת ציון,שלישי,2
מחוז ירושלים,1,מבשרת ציון,שני,1
מחוז ירושלים,1,עין נקובא,שבת,1
מחוז ירושלים,1,עין נקובא,חמישי,1
מחוז ירושלים,1,עין ראפה,שבת,1
מחוז ירושלים,1,קרית ענבים,שישי,1
מחוז ירושלים,1,רמת רחל,שישי,1
מחוז ירושלים,1,רמת רחל,שלישי,1
מחוז ירושלים,1,Total,,302
מחוז ירושלים,2,אורה,שישי,1
מחוז ירושלים,2,אורה,שני,1
מחוז ירושלים,2,בית חנינא- רשות פלס,שישי,1
מחוז ירושלים,2,בית שמש,ראשון,6
מחוז ירושלים,2,בית שמש,שבת,5
מחוז ירושלים,2,בית שמש,שישי,1
מחוז ירושלים,2,בית שמש,חמישי,4
מחוז ירושלים,2,בית שמש,רביעי,6
מחוז ירושלים,2,בית שמש,שלישי,1
מחוז ירושלים,2,בית שמש,שני,5
מחוז ירושלים,2,גבעון החדשה,שלישי,1
מחוז ירושלים,2,גבעת זאב,ראשון,3
מחוז ירושלים,2,גבעת זאב,שבת,2
מחוז ירושלים,2,גבעת זאב,חמישי,2
מחוז ירושלים,2,גבעת זאב,רביעי,2
מחוז ירושלים,2,גבעת זאב,שני,2
מחוז ירושלים,2,הר גילה,שני,1
מחוז ירושלים,2,ירושלים,ראשון,23
מחוז ירושלים,2,ירושלים,שבת,33
מחוז ירושלים,2,ירושלים,שישי,43
מחוז ירושלים,2,ירושלים,חמישי,31
מחוז ירושלים,2,ירושלים,רביעי,28
מחוז ירושלים,2,ירושלים,שלישי,30
מחוז ירושלים,2,ירושלים,שני,41
מחוז ירושלים,2,לא ידוע,שישי,1
מחוז ירושלים,2,מבשרת ציון,ראשון,1
מחוז ירושלים,2,מבשרת ציון,שבת,4
מחוז ירושלים,2,מבשרת ציון,שישי,1
מחוז ירושלים,2,מבשרת ציון,חמישי,2
מחוז ירושלים,2,מבשרת ציון,רביעי,1
מחוז ירושלים,2,מוצא עילית,חמישי,1
מחוז ירושלים,2,קרית ענבים,רביעי,1
מחוז ירושלים,2,Total,,285
מחוז ירושלים,3,אבו גוש,שבת,1
מחוז ירושלים,3,אבו גוש,חמישי,1
מחוז ירושלים,3,אבו גוש,שני,1
מחוז ירושלים,3,בית זית,חמישי,1
מחוז ירושלים,3,בית נקופה,חמישי,1
מחוז ירושלים,3,בית נקופה,רביעי,1
מחוז ירושלים,3,בית שמש,ראשון,1
מחוז ירושלים,3,בית שמש,שבת,10
מחוז ירושלים,3,בית שמש,שישי,4
מחוז ירושלים,3,בית שמש,חמישי,3
מחוז ירושלים,3,בית שמש,רביעי,4
מחוז ירושלים,3,בית שמש,שלישי,3
מחוז ירושלים,3,בית שמש,שני,11
מחוז ירושלים,3,גבעת זאב,ראשון,1
מחוז ירושלים,3,גבעת זאב,שישי,1
מחוז ירושלים,3,גבעת זאב,חמישי,2
מחוז ירושלים,3,גבעת זאב,שלישי,2
מחוז ירושלים,3,ירושלים,ראשון,29
מחוז ירושלים,3,ירושלים,שבת,32
מחוז ירושלים,3,ירושלים,שישי,29
מחוז ירושלים,3,ירושלים,חמישי,30
מחוז ירושלים,3,ירושלים,רביעי,27
מחוז ירושלים,3,ירושלים,שלישי,19
מחוז ירושלים,3,ירושלים,שני,23
מחוז ירושלים,3,כפר עקב,שבת,2
מחוז ירושלים,3,כפר עקב,שני,2
מחוז ירושלים,3,מבשרת ציון,ראשון,1
מחוז ירושלים,3,מבשרת ציון,שישי,1
מחוז ירושלים,3,מבשרת ציון,שני,2
מחוז ירושלים,3,Total,,245
מחוז ירושלים,Total,,,832
מחוז חוף,1,אבו סנאן,ראשון,1
מחוז חוף,1,אבו סנאן,חמישי,2
מחוז חוף,1,אבו סנאן,שלישי,2
מחוז חוף,1,אום אל פחם,שבת,1
מחוז חוף,1,אום אל פחם,חמישי,6
מחוז חוף,1,אום אל פחם,רביעי,2
מחוז חוף,1,אום אל פחם,שלישי,2
מחוז חוף,1,אום אל פחם,שני,1
מחוז חוף,1,אור עקיבא,ראשון,6
מחוז חוף,1,אור עקיבא,שישי,3
מחוז חוף,1,אור עקיבא,רביעי,2
מחוז חוף,1,אור עקיבא,שלישי,2
מחוז חוף,1,אור עקיבא,שני,2
מחוז חוף,1,אחיהוד,רביעי,1
מחוז חוף,1,אליכין,שבת,1
מחוז חוף,1,באקה אל ע'רביה,ראשון,1
מחוז חוף,1,באקה אל ע'רביה,שישי,1
מחוז חוף,1,בנימינה גבעת עדה,ראשון,2
מחוז חוף,1,בנימינה גבעת עדה,רביעי,2
מחוז חוף,1,בנימינה גבעת עדה,שלישי,2
מחוז חוף,1,ג'דידה מכר,שלישי,1
מחוז חוף,1,ג'סר א זרקא,ראשון,1
מחוז חוף,1,ג'סר א זרקא,שבת,1
מחוז חוף,1,ג'סר א זרקא,שישי,1
מחוז חוף,1,ג'סר א זרקא,חמישי,1
מחוז חוף,1,ג'סר א זרקא,רביעי,1
מחוז חוף,1,ג'סר א זרקא,שלישי,1
מחוז חוף,1,ג'סר א זרקא,שני,1
מחוז חוף,1,ג'ת,ראשון,1
מחוז חוף,1,ג'ת,שישי,1
מחוז חוף,1,גבע כרמל,חמישי,1
מחוז חוף,1,דאלית אל כרמל,ראשון,1
מחוז חוף,1,דאלית אל כרמל,שבת,1
מחוז חוף,1,דאלית אל כרמל,חמישי,1
מחוז חוף,1,דאלית אל כרמל,רביעי,1
מחוז חוף,1,דאלית אל כרמל,שלישי,1
מחוז חוף,1,זכרון יעקב,שבת,1
מחוז חוף,1,זכרון יעקב,שישי,1
מחוז חוף,1,זכרון יעקב,חמישי,3
מחוז חוף,1,זכרון יעקב,רביעי,1
מחוז חוף,1,זכרון יעקב,שלישי,2
מחוז חוף,1,חדרה,ראשון,7
מחוז חוף,1,חדרה,שבת,9
מחוז חוף,1,חדרה,שישי,10
מחוז חוף,1,חדרה,חמישי,6
מחוז חוף,1,חדרה,רביעי,2
מחוז חוף,1,חדרה,שלישי,6
מחוז חוף,1,חדרה,שני,7
מחוז חוף,1,חיפה,ראשון,24
מחוז חוף,1,חיפה,שבת,22
מחוז חוף,1,חיפה,שישי,31
מחוז חוף,1,חיפה,חמישי,17
מחוז חוף,1,חיפה,רביעי,18
מחוז חוף,1,חיפה,שלישי,15
מחוז חוף,1,חיפה,שני,14
מחוז חוף,1,חריש,שבת,3
מחוז חוף,1,חריש,שישי,2
מחוז חוף,1,חריש,חמישי,2
מחוז חוף,1,חריש,שלישי,1
מחוז חוף,1,חריש,שני,2
מחוז חוף,1,טירת כרמל,ראשון,4
מחוז חוף,1,טירת כרמל,שבת,2
מחוז חוף,1,טירת כרמל,שישי,2
מחוז חוף,1,טירת כרמל,חמישי,2
מחוז חוף,1,טירת כרמל,שני,2
מחוז חוף,1,יערה,שני,1
מחוז חוף,1,ירכא,חמישי,1
מחוז חוף,1,כברי,שבת,1
מחוז חוף,1,כפר ביאליק,שבת,1
מחוז חוף,1,כפר ביאליק,שישי,1
מחוז חוף,1,כפר יאסיף,שבת,1
מחוז חוף,1,כפר יאסיף,שישי,2
מחוז חוף,1,כפר יאסיף,שלישי,1
מחוז חוף,1,כפר יאסיף,שני,1
מחוז חוף,1,כפר קרע,ראשון,1
מחוז חוף,1,כפר קרע,שישי,2
מחוז חוף,1,כפר קרע,חמישי,1
מחוז חוף,1,כפר קרע,רביעי,1
מחוז חוף,1,כפר ראש הנקרה,ראשון,2
מחוז חוף,1,לא ידוע,שבת,2
מחוז חוף,1,לא ידוע,שישי,2
מחוז חוף,1,לא ידוע,רביעי,2
מחוז חוף,1,לא ידוע,שלישי,1
מחוז חוף,1,לא ידוע,שני,1
מחוז חוף,1,נהריה,ראשון,4
מחוז חוף,1,נהריה,שבת,12
מחוז חוף,1,נהריה,שישי,8
מחוז חוף,1,נהריה,חמישי,3
מחוז חוף,1,נהריה,רביעי,6
מחוז חוף,1,נהריה,שלישי,3
מחוז חוף,1,נהריה,שני,6
מחוז חוף,1,נופית,שישי,1
מחוז חוף,1,נשר,שבת,1
מחוז חוף,1,נשר,שישי,2
מחוז חוף,1,נשר,רביעי,4
מחוז חוף,1,נשר,שני,1
מחוז חוף,1,נתיב השיירה,חמישי,1
מחוז חוף,1,סער,רביעי,1
מחוז חוף,1,עכו,ראשון,2
מחוז חוף,1,עכו,שבת,7
מחוז חוף,1,עכו,שישי,6
מחוז חוף,1,עכו,חמישי,3
מחוז חוף,1,עכו,רביעי,4
מחוז חוף,1,עכו,שלישי,5
מחוז חוף,1,עכו,שני,5
מחוז חוף,1,עספיא,שלישי,2
מחוז חוף,1,ערערה,שני,1
מחוז חוף,1,עתלית,שישי,2
מחוז חוף,1,עתלית,חמישי,2
מחוז חוף,1,פוריידיס,שישי,1
מחוז חוף,1,פוריידיס,רביעי,1
מחוז חוף,1,פרדס חנה כרכור,ראשון,2
מחוז חוף,1,פרדס חנה כרכור,שבת,2
מחוז חוף,1,פרדס חנה כרכור,שישי,2
מחוז חוף,1,פרדס חנה כרכור,חמישי,2
מחוז חוף,1,פרדס חנה כרכור,רביעי,2
מחוז חוף,1,פרדס חנה כרכור,שלישי,2
מחוז חוף,1,פרדס חנה כרכור,שני,4
מחוז חוף,1,קרית אתא,ראשון,4
מחוז חוף,1,קרית אתא,שבת,4
מחוז חוף,1,קרית אתא,שישי,8
מחוז חוף,1,קרית אתא,חמישי,1
מחוז חוף,1,קרית אתא,רביעי,6
מחוז חוף,1,קרית אתא,שלישי,3
מחוז חוף,1,קרית אתא,שני,2
מחוז חוף,1,קרית ביאליק,שבת,3
מחוז חוף,1,קרית ביאליק,שישי,6
מחוז חוף,1,קרית ביאליק,חמישי,4
מחוז חוף,1,קרית ביאליק,רביעי,5
מחוז חוף,1,קרית ביאליק,שלישי,2
מחוז חוף,1,קרית טבעון,שישי,2
מחוז חוף,1,קרית ים,ראשון,2
מחוז חוף,1,קרית ים,שישי,2
מחוז חוף,1,קרית ים,חמישי,2
מחוז חוף,1,קרית ים,רביעי,2
מחוז חוף,1,קרית ים,שלישי,4
מחוז חוף,1,קרית ים,שני,3
מחוז חוף,1,קרית מוצקין,ראשון,2
מחוז חוף,1,קרית מוצקין,שבת,1
מחוז חוף,1,קרית מוצקין,שישי,3
מחוז חוף,1,קרית מוצקין,חמישי,4
מחוז חוף,1,קרית מוצקין,רביעי,5
מחוז חוף,1,קרית מוצקין,שלישי,5
מחוז חוף,1,קרית מוצקין,שני,1
מחוז חוף,1,רכסים,שישי,2
מחוז חוף,1,רכסים,רביעי,1
מחוז חוף,1,שלומי,שישי,1
מחוז חוף,1,שלומי,רביעי,1
מחוז חוף,1,שלומי,שלישי,1
מחוז חוף,1,שער מנשה,שישי,1
מחוז חוף,1,Total,,504
מחוז חוף,2,אבו סנאן,שבת,1
מחוז חוף,2,אבו סנאן,שלישי,2
מחוז חוף,2,אום אל פחם,שבת,3
מחוז חוף,2,אום אל פחם,שישי,2
מחוז חוף,2,אום אל פחם,רביעי,2
מחוז חוף,2,אום אל פחם,שלישי,1
מחוז חוף,2,אור עקיבא,ראשון,4
מחוז חוף,2,אור עקיבא,שבת,1
מחוז חוף,2,אור עקיבא,שישי,3
מחוז חוף,2,אור עקיבא,חמישי,1
מחוז חוף,2,אור עקיבא,רביעי,1
מחוז חוף,2,אור עקיבא,שלישי,1
מחוז חוף,2,אור עקיבא,שני,4
מחוז חוף,2,אל עריאן,שבת,1
מחוז חוף,2,אליכין,שלישי,1
מחוז חוף,2,באקה אל ע'רביה,ראשון,1
מחוז חוף,2,באקה אל ע'רביה,שבת,2
מחוז חוף,2,באקה אל ע'רביה,שישי,1
מחוז חוף,2,באקה אל ע'רביה,חמישי,2
מחוז חוף,2,בוסתן הגליל,שלישי,1
מחוז חוף,2,בנימינה גבעת עדה,שלישי,2
מחוז חוף,2,בסמת טבעון,שבת,1
מחוז חוף,2,ג'דידה מכר,שבת,1
מחוז חוף,2,ג'דידה מכר,שישי,2
מחוז חוף,2,ג'דידה מכר,חמישי,1
מחוז חוף,2,ג'וליס,חמישי,1
מחוז חוף,2,ג'וליס,שני,1
מחוז חוף,2,ג'סר א זרקא,ראשון,2
מחוז חוף,2,ג'סר א זרקא,שבת,1
מחוז חוף,2,ג'סר א זרקא,שישי,1
מחוז חוף,2,ג'סר א זרקא,חמישי,1
מחוז חוף,2,ג'סר א זרקא,רביעי,4
מחוז חוף,2,ג'סר א זרקא,שלישי,4
מחוז חוף,2,ג'סר א זרקא,שני,2
מחוז חוף,2,ג'ת,שבת,1
מחוז חוף,2,ג'ת,שישי,1
מחוז חוף,2,ג'ת,שני,1
מחוז חוף,2,גשר הזיו,חמישי,1
מחוז חוף,2,דאלית אל כרמל,שבת,1
מחוז חוף,2,דאלית אל כרמל,שני,1
מחוז חוף,2,דור,רביעי,1
מחוז חוף,2,זכרון יעקב,ראשון,1
מחוז חוף,2,זכרון יעקב,שבת,1
מחוז חוף,2,זכרון יעקב,שישי,1
מחוז חוף,2,זכרון יעקב,שלישי,1
מחוז חוף,2,חדרה,ראשון,4
מחוז חוף,2,חדרה,שבת,10
מחוז חוף,2,חדרה,שישי,9
מחוז חוף,2,חדרה,חמישי,5
מחוז חוף,2,חדרה,רביעי,5
מחוז חוף,2,חדרה,שלישי,7
מחוז חוף,2,חדרה,שני,7
מחוז חוף,2,חיפה,ראשון,18
מחוז חוף,2,חיפה,שבת,36
מחוז חוף,2,חיפה,שישי,21
מחוז חוף,2,חיפה,חמישי,15
מחוז חוף,2,חיפה,רביעי,19
מחוז חוף,2,חיפה,שלישי,20
מחוז חוף,2,חיפה,שני,17
מחוז חוף,2,חריש,ראשון,3
מחוז חוף,2,חריש,שבת,2
מחוז חוף,2,חריש,שישי,4
מחוז חוף,2,חריש,חמישי,2
מחוז חוף,2,חריש,רביעי,2
מחוז חוף,2,חריש,שלישי,2
מחוז חוף,2,טירת כרמל,ראשון,5
מחוז חוף,2,טירת כרמל,שבת,5
מחוז חוף,2,טירת כרמל,שישי,6
מחוז חוף,2,טירת כרמל,חמישי,1
מחוז חוף,2,טירת כרמל,רביעי,3
מחוז חוף,2,טירת כרמל,שלישי,3
מחוז חוף,2,טירת כרמל,שני,1
מחוז חוף,2,יגור,שישי,1
מחוז חוף,2,יגור,חמישי,1
מחוז חוף,2,ירכא,חמישי,1
מחוז חוף,2,כפר ביאליק,רביעי,1
מחוז חוף,2,כפר יאסיף,שבת,2
מחוז חוף,2,כפר קרע,שבת,1
מחוז חוף,2,כפר קרע,שישי,2
מחוז חוף,2,לא ידוע,שבת,1
מחוז חוף,2,לא ידוע,שישי,4
מחוז חוף,2,לא ידוע,רביעי,2
מחוז חוף,2,מזרעה,שני,1
מחוז חוף,2,מעלה עירון,ראשון,1
מחוז חוף,2,מעלה עירון,רביעי,1
מחוז חוף,2,נהריה,ראשון,1
מחוז חוף,2,נהריה,שבת,4
מחוז חוף,2,נהריה,שישי,10
מחוז חוף,2,נהריה,חמישי,2
מחוז חוף,2,נהריה,רביעי,1
מחוז חוף,2,נהריה,שלישי,1
מחוז חוף,2,נהריה,שני,4
מחוז חוף,2,נופית,שלישי,1
מחוז חוף,2,נשר,ראשון,1
מחוז חוף,2,נשר,שבת,1
מחוז חוף,2,נשר,חמישי,4
מחוז חוף,2,נשר,רביעי,2
מחוז חוף,2,נשר,שלישי,3
מחוז חוף,2,עכו,ראשון,7
מחוז חוף,2,עכו,שבת,3
מחוז חוף,2,עכו,שישי,7
מחוז חוף,2,עכו,חמישי,4
מחוז חוף,2,עכו,רביעי,2
מחוז חוף,2,עכו,שלישי,5
מחוז חוף,2,עכו,שני,7
מחוז חוף,2,ערערה,שישי,2
מחוז חוף,2,ערערה,חמישי,1
מחוז חוף,2,עתלית,שבת,4
מחוז חוף,2,עתלית,רביעי,1
מחוז חוף,2,עתלית,שני,2
מחוז חוף,2,פרדס חנה כרכור,ראשון,2
מחוז חוף,2,פרדס חנה כרכור,שבת,1
מחוז חוף,2,פרדס חנה כרכור,שישי,5
מחוז חוף,2,פרדס חנה כרכור,חמישי,6
מחוז חוף,2,פרדס חנה כרכור,רביעי,3
מחוז חוף,2,פרדס חנה כרכור,שני,2
מחוז חוף,2,קרית אתא,ראשון,5
מחוז חוף,2,קרית אתא,שבת,5
מחוז חוף,2,קרית אתא,שישי,7
מחוז חוף,2,קרית אתא,חמישי,5
מחוז חוף,2,קרית אתא,רביעי,6
מחוז חוף,2,קרית אתא,שלישי,4
מחוז חוף,2,קרית אתא,שני,4
מחוז חוף,2,קרית ביאליק,ראשון,2
מחוז חוף,2,קרית ביאליק,שבת,5
מחוז חוף,2,קרית ביאליק,שישי,6
מחוז חוף,2,קרית ביאליק,חמישי,4
מחוז חוף,2,קרית ביאליק,שלישי,3
מחוז חוף,2,קרית ביאליק,שני,3
מחוז חוף,2,קרית טבעון,שישי,1
מחוז חוף,2,קרית טבעון,חמישי,1
מחוז חוף,2,קרית טבעון,רביעי,1
מחוז חוף,2,קרית טבעון,שני,1
מחוז חוף,2,קרית ים,ראשון,3
מחוז חוף,2,קרית ים,שבת,8
מחוז חוף,2,קרית ים,שישי,5
מחוז חוף,2,קרית ים,חמישי,5
מחוז חוף,2,קרית ים,רביעי,3
מחוז חוף,2,קרית ים,שלישי,2
מחוז חוף,2,קרית ים,שני,4
מחוז חוף,2,קרית מוצקין,שבת,4
מחוז חוף,2,קרית מוצקין,שישי,4
מחוז חוף,2,קרית מוצקין,רביעי,2
מחוז חוף,2,קרית מוצקין,שני,3
מחוז חוף,2,שלומי,שבת,1
מחוז חוף,2,שלומי,שני,1
מחוז חוף,2,Total,,528
מחוז חוף,3,אבו סנאן,שישי,1
מחוז חוף,3,אבו סנאן,שני,1
מחוז חוף,3,אבטין,שבת,1
מחוז חוף,3,אדמית,שישי,1
מחוז חוף,3,אום אל פחם,ראשון,1
מחוז חוף,3,אום אל פחם,חמישי,2
מחוז חוף,3,אום אל פחם,שלישי,1
מחוז חוף,3,אור עקיבא,שבת,1
מחוז חוף,3,אור עקיבא,שישי,2
מחוז חוף,3,אור עקיבא,שלישי,2
מחוז חוף,3,אור עקיבא,שני,2
מחוז חוף,3,אשרת,שישי,1
מחוז חוף,3,באקה אל ע'רביה,ראשון,1
מחוז חוף,3,באקה אל ע'רביה,שבת,1
מחוז חוף,3,באקה אל ע'רביה,שישי,2
