מחוז טריטוריאלי,חודש קבלה,עיר,יום בשבוע,כמות  אירועים
מחוז מרכז,3,בית דגן,רביעי,1
מחוז מרכז,3,ברקת,שישי,1
מחוז מרכז,3,גדרה,שני,1
מחוז מרכז,3,גדרה,ראשון,1
מחוז מרכז,3,גדרה,שבת,2
מחוז מרכז,3,גני עם,רביעי,1
מחוז מרכז,3,הוד השרון,חמישי,1
מחוז מרכז,3,הוד השרון,שלישי,2
מחוז מרכז,3,הוד השרון,שני,3
מחוז מרכז,3,הוד השרון,שישי,1
מחוז מרכז,3,טייבה,חמישי,1
מחוז מרכז,3,טייבה,רביעי,3
מחוז מרכז,3,טייבה,שבת,2
מחוז מרכז,3,טייבה,שישי,1
מחוז מרכז,3,טירה,שני,1
מחוז מרכז,3,טירה,שבת,1
מחוז מרכז,3,יבנה,שלישי,2
מחוז מרכז,3,יבנה,שני,1
מחוז מרכז,3,יבנה,ראשון,3
מחוז מרכז,3,יבנה,שבת,2
מחוז מרכז,3,יבנה,שישי,1
מחוז מרכז,3,יד חנה,חמישי,1
מחוז מרכז,3,יסודות,שלישי,1
מחוז מרכז,3,כוכב יאיר,שני,1
מחוז מרכז,3,כוכב יאיר,שבת,1
מחוז מרכז,3,כפר ברא,ראשון,1
מחוז מרכז,3,כפר יונה,רביעי,3
מחוז מרכז,3,כפר יונה,שישי,1
מחוז מרכז,3,כפר יעבץ,ראשון,1
מחוז מרכז,3,כפר סבא,חמישי,1
מחוז מרכז,3,כפר סבא,שלישי,2
מחוז מרכז,3,כפר סבא,שני,3
מחוז מרכז,3,כפר סבא,ראשון,2
מחוז מרכז,3,כפר סבא,שבת,3
מחוז מרכז,3,כפר סבא,שישי,1
מחוז מרכז,3,כפר קאסם,שני,2
מחוז מרכז,3,כפר קאסם,שבת,1
מחוז מרכז,3,לא ידוע,שני,1
מחוז מרכז,3,לוד,רביעי,2
מחוז מרכז,3,לוד,שלישי,3
מחוז מרכז,3,לוד,שני,4
מחוז מרכז,3,לוד,ראשון,2
מחוז מרכז,3,לוד,שבת,6
מחוז מרכז,3,לפיד,ראשון,1
מחוז מרכז,3,מודיעין מכבים רעות,חמישי,1
מחוז מרכז,3,מודיעין מכבים רעות,ראשון,1
מחוז מרכז,3,מישר,שישי,1
מחוז מרכז,3,מעש,רביעי,1
מחוז מרכז,3,משמר השבעה,שני,1
מחוז מרכז,3,נווה ימין,חמישי,1
מחוז מרכז,3,נורדיה,ראשון,1
מחוז מרכז,3,נס ציונה,שלישי,2
מחוז מרכז,3,נס ציונה,ראשון,1
מחוז מרכז,3,נתניה,חמישי,2
מחוז מרכז,3,נתניה,רביעי,4
מחוז מרכז,3,נתניה,שלישי,8
מחוז מרכז,3,נתניה,שני,8
מחוז מרכז,3,נתניה,ראשון,5
מחוז מרכז,3,נתניה,שבת,9
מחוז מרכז,3,נתניה,שישי,7
מחוז מרכז,3,עזריה,שבת,1
מחוז מרכז,3,פתח תקווה,חמישי,6
מחוז מרכז,3,פתח תקווה,רביעי,1
מחוז מרכז,3,פתח תקווה,שלישי,6
מחוז מרכז,3,פתח תקווה,שני,13
מחוז מרכז,3,פתח תקווה,ראשון,5
מחוז מרכז,3,פתח תקווה,שבת,12
מחוז מרכז,3,פתח תקווה,שישי,3
מחוז מרכז,3,צור יצחק,רביעי,1
מחוז מרכז,3,קדימה צורן,חמישי,1
מחוז מרכז,3,קדימה צורן,שבת,1
מחוז מרכז,3,קלנסווה,שלישי,1
מחוז מרכז,3,קלנסווה,שישי,1
מחוז מרכז,3,קרית עקרון,שלישי,1
מחוז מרכז,3,קרית עקרון,שני,1
מחוז מרכז,3,ראש העין,שלישי,1
מחוז מרכז,3,ראש העין,שני,2
מחוז מרכז,3,ראש העין,שבת,1
מחוז מרכז,3,ראש העין,שישי,2
מחוז מרכז,3,ראשון לציון,חמישי,6
מחוז מרכז,3,ראשון לציון,רביעי,5
מחוז מרכז,3,ראשון לציון,שלישי,5
מחוז מרכז,3,ראשון לציון,שני,8
מחוז מרכז,3,ראשון לציון,ראשון,8
מחוז מרכז,3,ראשון לציון,שבת,8
מחוז מרכז,3,ראשון לציון,שישי,4
מחוז מרכז,3,רחובות,חמישי,2
מחוז מרכז,3,רחובות,שלישי,6
מחוז מרכז,3,רחובות,שני,3
מחוז מרכז,3,רחובות,ראשון,2
מחוז מרכז,3,רחובות,שבת,6
מחוז מרכז,3,רחובות,שישי,1
מחוז מרכז,3,רמלה,חמישי,2
מחוז מרכז,3,רמלה,שלישי,1
מחוז מרכז,3,רמלה,שני,1
מחוז מרכז,3,רמלה,ראשון,1
מחוז מרכז,3,רמלה,שבת,2
מחוז מרכז,3,רמלה,שישי,1
מחוז מרכז,3,רעננה,חמישי,3
מחוז מרכז,3,רעננה,שלישי,3
מחוז מרכז,3,רעננה,ראשון,1
מחוז מרכז,3,רעננה,שישי,2
מחוז מרכז,3,שער אפרים,שבת,1
מחוז מרכז,3,תל מונד,שבת,1
מחוז מרכז,3,Total,,278
מחוז מרכז,4,אבן יהודה,שלישי,1
מחוז מרכז,4,אבן יהודה,ראשון,1
מחוז מרכז,4,אבן יהודה,שבת,1
מחוז מרכז,4,אומץ,רביעי,1
מחוז מרכז,4,אלישמע,חמישי,1
מחוז מרכז,4,אלעד,חמישי,1
מחוז מרכז,4,אלעד,שני,4
מחוז מרכז,4,אלעד,ראשון,1
מחוז מרכז,4,אלעד,שבת,2
מחוז מרכז,4,אלעד,שישי,5
מחוז מרכז,4,באר יעקב,רביעי,1
מחוז מרכז,4,באר יעקב,שלישי,5
מחוז מרכז,4,באר יעקב,שני,1
מחוז מרכז,4,באר יעקב,שבת,1
מחוז מרכז,4,באר יעקב,שישי,3
מחוז מרכז,4,בחן,חמישי,1
מחוז מרכז,4,ג'לג'וליה,שני,1
מחוז מרכז,4,גדרה,חמישי,1
מחוז מרכז,4,גדרה,רביעי,2
מחוז מרכז,4,גדרה,שלישי,2
מחוז מרכז,4,גדרה,ראשון,2
מחוז מרכז,4,גדרה,שבת,1
מחוז מרכז,4,גדרה,שישי,2
מחוז מרכז,4,גני עם,שבת,1
מחוז מרכז,4,הוד השרון,חמישי,1
מחוז מרכז,4,הוד השרון,רביעי,2
מחוז מרכז,4,הוד השרון,שלישי,2
מחוז מרכז,4,הוד השרון,שני,5
מחוז מרכז,4,הוד השרון,ראשון,4
מחוז מרכז,4,הוד השרון,שבת,3
מחוז מרכז,4,הוד השרון,שישי,4
מחוז מרכז,4,זמר,רביעי,2
מחוז מרכז,4,חבצלת השרון,רביעי,1
מחוז מרכז,4,חיבת ציון,שישי,1
מחוז מרכז,4,טייבה,שלישי,1
מחוז מרכז,4,טייבה,שני,2
מחוז מרכז,4,טייבה,שבת,2
מחוז מרכז,4,טירה,חמישי,1
מחוז מרכז,4,טירה,שלישי,3
מחוז מרכז,4,טירה,ראשון,1
מחוז מרכז,4,טירה,שבת,1
מחוז מרכז,4,יבנה,חמישי,4
מחוז מרכז,4,יבנה,רביעי,6
מחוז מרכז,4,יבנה,שלישי,2
מחוז מרכז,4,יבנה,שני,2
מחוז מרכז,4,יבנה,ראשון,3
מחוז מרכז,4,יבנה,שישי,4
מחוז מרכז,4,יד רמב''ם,שני,1
מחוז מרכז,4,ינוב,שבת,1
מחוז מרכז,4,כוכב יאיר,חמישי,1
מחוז מרכז,4,כוכב יאיר,שישי,1
מחוז מרכז,4,כפר ברא,שני,1
מחוז מרכז,4,כפר ברא,ראשון,1
מחוז מרכז,4,כפר ויתקין,שלישי,1
מחוז מרכז,4,כפר חב''ד,שישי,1
מחוז מרכז,4,כפר יונה,רביעי,1
מחוז מרכז,4,כפר יונה,שלישי,3
מחוז מרכז,4,כפר יונה,שני,1
מחוז מרכז,4,כפר יונה,ראשון,2
מחוז מרכז,4,כפר יונה,שבת,2
מחוז מרכז,4,כפר יונה,שישי,2
מחוז מרכז,4,כפר נטר,שישי,1
מחוז מרכז,4,כפר סבא,חמישי,3
מחוז מרכז,4,כפר סבא,רביעי,7
מחוז מרכז,4,כפר סבא,שלישי,2
מחוז מרכז,4,כפר סבא,שני,4
מחוז מרכז,4,כפר סבא,ראשון,11
מחוז מרכז,4,כפר סבא,שבת,4
מחוז מרכז,4,כפר סבא,שישי,4
מחוז מרכז,4,כפר סירקין,רביעי,1
מחוז מרכז,4,כפר קאסם,שלישי,2
מחוז מרכז,4,כפר קאסם,ראשון,1
מחוז מרכז,4,לא ידוע,שלישי,1
מחוז מרכז,4,לא ידוע,שני,1
מחוז מרכז,4,לא ידוע,ראשון,1
מחוז מרכז,4,לוד,חמישי,6
מחוז מרכז,4,לוד,רביעי,9
מחוז מרכז,4,לוד,שלישי,9
מחוז מרכז,4,לוד,שני,5
מחוז מרכז,4,לוד,ראשון,9
מחוז מרכז,4,לוד,שבת,3
מחוז מרכז,4,לוד,שישי,7
מחוז מרכז,4,מודיעין מכבים רעות,חמישי,2
מחוז מרכז,4,מודיעין מכבים רעות,רביעי,3
מחוז מרכז,4,מודיעין מכבים רעות,שלישי,1
מחוז מרכז,4,מודיעין מכבים רעות,ראשון,3
מחוז מרכז,4,מודיעין מכבים רעות,שבת,1
מחוז מרכז,4,מודיעין מכבים רעות,שישי,3
מחוז מרכז,4,מזכרת בתיה,רביעי,1
מחוז מרכז,4,מזכרת בתיה,שני,1
מחוז מרכז,4,מישר,רביעי,1
מחוז מרכז,4,נס ציונה,חמישי,3
מחוז מרכז,4,נס ציונה,רביעי,2
מחוז מרכז,4,נס ציונה,שלישי,1
מחוז מרכז,4,נס ציונה,שני,1
מחוז מרכז,4,נס ציונה,שבת,2
מחוז מרכז,4,נתניה,חמישי,21
מחוז מרכז,4,נתניה,רביעי,21
מחוז מרכז,4,נתניה,שלישי,17
מחוז מרכז,4,נתניה,שני,19
מחוז מרכז,4,נתניה,ראשון,18
מחוז מרכז,4,נתניה,שבת,14
מחוז מרכז,4,נתניה,שישי,22
מחוז מרכז,4,סתריה,שני,1
מחוז מרכז,4,עולש,שני,1
מחוז מרכז,4,פרדסיה,שלישי,1
מחוז מרכז,4,פרדסיה,שני,2
מחוז מרכז,4,פתח תקווה,חמישי,12
מחוז מרכז,4,פתח תקווה,רביעי,22
מחוז מרכז,4,פתח תקווה,שלישי,19
מחוז מרכז,4,פתח תקווה,שני,19
מחוז מרכז,4,פתח תקווה,ראשון,16
מחוז מרכז,4,פתח תקווה,שבת,17
מחוז מרכז,4,פתח תקווה,שישי,25
מחוז מרכז,4,פתחיה,חמישי,1
מחוז מרכז,4,צור יצחק,רביעי,1
מחוז מרכז,4,צור משה,רביעי,1
מחוז מרכז,4,קדימה צורן,חמישי,2
מחוז מרכז,4,קדימה צורן,רביעי,2
מחוז מרכז,4,קדימה צורן,שלישי,2
מחוז מרכז,4,קדימה צורן,שישי,1
מחוז מרכז,4,קלנסווה,חמישי,1
מחוז מרכז,4,קלנסווה,רביעי,2
מחוז מרכז,4,קרית עקרון,חמישי,1
מחוז מרכז,4,קרית עקרון,רביעי,3
מחוז מרכז,4,קרית עקרון,שלישי,1
מחוז מרכז,4,קרית עקרון,שישי,1
מחוז מרכז,4,ראש העין,חמישי,2
מחוז מרכז,4,ראש העין,רביעי,4
מחוז מרכז,4,ראש העין,שלישי,4
מחוז מרכז,4,ראש העין,שני,3
מחוז מרכז,4,ראש העין,ראשון,4
מחוז מרכז,4,ראש העין,שבת,4
מחוז מרכז,4,ראש העין,שישי,10
מחוז מרכז,4,ראשון לציון,חמישי,15
מחוז מרכז,4,ראשון לציון,רביעי,22
מחוז מרכז,4,ראשון לציון,שלישי,12
מחוז מרכז,4,ראשון לציון,שני,11
מחוז מרכז,4,ראשון לציון,ראשון,12
מחוז מרכז,4,ראשון לציון,שבת,19
מחוז מרכז,4,ראשון לציון,שישי,12
מחוז מרכז,4,רחובות,חמישי,15
מחוז מרכז,4,רחובות,רביעי,5
מחוז מרכז,4,רחובות,שלישי,19
מחוז מרכז,4,רחובות,שני,7
מחוז מרכז,4,רחובות,ראשון,2
מחוז מרכז,4,רחובות,שבת,9
מחוז מרכז,4,רחובות,שישי,8
מחוז מרכז,4,רמלה,חמישי,5
מחוז מרכז,4,רמלה,רביעי,3
מחוז מרכז,4,רמלה,שלישי,4
מחוז מרכז,4,רמלה,שני,4
מחוז מרכז,4,רמלה,ראשון,2
מחוז מרכז,4,רמלה,שבת,8
מחוז מרכז,4,רמלה,שישי,7
מחוז מרכז,4,רעננה,חמישי,3
מחוז מרכז,4,רעננה,רביעי,7
מחוז מרכז,4,רעננה,שלישי,2
מחוז מרכז,4,רעננה,שני,3
מחוז מרכז,4,רעננה,ראשון,6
מחוז מרכז,4,רעננה,שבת,1
מחוז מרכז,4,רעננה,שישי,2
מחוז מרכז,4,שוהם,רביעי,2
מחוז מרכז,4,שוהם,שלישי,1
מחוז מרכז,4,שוהם,ראשון,1
מחוז מרכז,4,שעלבים,שישי,1
מחוז מרכז,4,תל מונד,חמישי,1
מחוז מרכז,4,תל מונד,רביעי,3
מחוז מרכז,4,תל מונד,שני,1
מחוז מרכז,4,Total,,786
מחוז מרכז,Total,,,"1,064"
מחוז ירושלים,3,אבו גוש,חמישי,1
מחוז ירושלים,3,אבו גוש,שלישי,1
מחוז ירושלים,3,אבו גוש,ראשון,2
מחוז ירושלים,3,אבו גוש,שבת,1
מחוז ירושלים,3,בית שמש,חמישי,2
מחוז ירושלים,3,בית שמש,שלישי,4
מחוז ירושלים,3,בית שמש,שני,4
מחוז ירושלים,3,בית שמש,ראשון,4
מחוז ירושלים,3,בית שמש,שבת,2
מחוז ירושלים,3,בית שמש,שישי,1
מחוז ירושלים,3,גבעון החדשה,שני,1
מחוז ירושלים,3,גבעת זאב,שני,1
מחוז ירושלים,3,גבעת זאב,שבת,1
מחוז ירושלים,3,הר גילה,שישי,1
מחוז ירושלים,3,ירושלים,חמישי,15
מחוז ירושלים,3,ירושלים,רביעי,9
מחוז ירושלים,3,ירושלים,שלישי,18
מחוז ירושלים,3,ירושלים,שני,23
מחוז ירושלים,3,ירושלים,ראשון,21
מחוז ירושלים,3,ירושלים,שבת,21
מחוז ירושלים,3,ירושלים,שישי,9
מחוז ירושלים,3,כפר עקב,שבת,1
מחוז ירושלים,3,מבשרת ציון,שלישי,1
מחוז ירושלים,3,מבשרת ציון,ראשון,1
מחוז ירושלים,3,עין ראפה,שבת,1
מחוז ירושלים,3,קרית יערים,שישי,1
מחוז ירושלים,3,Total,,147
מחוז ירושלים,4,אבו גוש,שני,1
מחוז ירושלים,4,אבו גוש,ראשון,1
מחוז ירושלים,4,אבו גוש,שבת,2
מחוז ירושלים,4,אבו גוש,שישי,1
מחוז ירושלים,4,אורה,שבת,1
מחוז ירושלים,4,בית שמש,חמישי,4
מחוז ירושלים,4,בית שמש,רביעי,7
מחוז ירושלים,4,בית שמש,שלישי,2
מחוז ירושלים,4,בית שמש,שני,11
מחוז ירושלים,4,בית שמש,ראשון,8
מחוז ירושלים,4,בית שמש,שבת,6
מחוז ירושלים,4,בית שמש,שישי,5
מחוז ירושלים,4,גבעון החדשה,שני,1
מחוז ירושלים,4,גבעת זאב,חמישי,2
מחוז ירושלים,4,גבעת זאב,רביעי,1
מחוז ירושלים,4,גבעת זאב,שני,2
מחוז ירושלים,4,גבעת זאב,ראשון,2
מחוז ירושלים,4,גבעת זאב,שבת,2
מחוז ירושלים,4,גבעת זאב,שישי,2
מחוז ירושלים,4,הר אדר,חמישי,2
מחוז ירושלים,4,ירושלים,חמישי,60
מחוז ירושלים,4,ירושלים,רביעי,49
מחוז ירושלים,4,ירושלים,שלישי,45
מחוז ירושלים,4,ירושלים,שני,52
מחוז ירושלים,4,ירושלים,ראשון,48
מחוז ירושלים,4,ירושלים,שבת,35
מחוז ירושלים,4,ירושלים,שישי,53
מחוז ירושלים,4,כפר עקב,שישי,1
מחוז ירושלים,4,מבשרת ציון,חמישי,1
מחוז ירושלים,4,מבשרת ציון,רביעי,3
מחוז ירושלים,4,מבשרת ציון,שלישי,2
מחוז ירושלים,4,מבשרת ציון,שני,3
מחוז ירושלים,4,מבשרת ציון,שבת,1
מחוז ירושלים,4,מבשרת ציון,שישי,2
מחוז ירושלים,4,עין נקובא,רביעי,1
מחוז ירושלים,4,עמינדב,שבת,1
מחוז ירושלים,4,קרית יערים,שישי,1
מחוז ירושלים,4,קרית ענבים,שלישי,1
מחוז ירושלים,4,Total,,422
מחוז ירושלים,Total,,,569
מחוז חוף,3,אבו סנאן,חמישי,1
מחוז חוף,3,אום אל פחם,שלישי,1
מחוז חוף,3,אום אל פחם,ראשון,1
מחוז חוף,3,אור עקיבא,שלישי,2
מחוז חוף,3,אור עקיבא,שני,2
מחוז חוף,3,אזור תעשייה אכזיב מילואות,ראשון,1
מחוז חוף,3,באקה אל ע'רביה,חמישי,1
מחוז חוף,3,באקה אל ע'רביה,רביעי,1
מחוז חוף,3,באקה אל ע'רביה,שני,1
מחוז חוף,3,באקה אל ע'רביה,ראשון,1
מחוז חוף,3,בית חנניה,ראשון,1
מחוז חוף,3,בן עמי,ראשון,1
מחוז חוף,3,בן עמי,שבת,1
מחוז חוף,3,בנימינה גבעת עדה,שני,2
מחוז חוף,3,בנימינה גבעת עדה,ראשון,1
מחוז חוף,3,בסמ''ה,שישי,1
מחוז חוף,3,ג'סר א זרקא,שלישי,1
מחוז חוף,3,ג'סר א זרקא,שני,1
מחוז חוף,3,ג'סר א זרקא,ראשון,1
מחוז חוף,3,גבע כרמל,ראשון,1
מחוז חוף,3,גבע כרמל,שישי,1
מחוז חוף,3,זכרון יעקב,שבת,1
מחוז חוף,3,חדרה,חמישי,3
מחוז חוף,3,חדרה,רביעי,1
מחוז חוף,3,חדרה,שלישי,3
מחוז חוף,3,חדרה,שני,3
מחוז חוף,3,חדרה,ראשון,4
מחוז חוף,3,חדרה,שבת,7
מחוז חוף,3,חדרה,שישי,1
מחוז חוף,3,חיפה,חמישי,3
מחוז חוף,3,חיפה,רביעי,7
מחוז חוף,3,חיפה,שלישי,11
מחוז חוף,3,חיפה,שני,12
מחוז חוף,3,חיפה,ראשון,14
מחוז חוף,3,חיפה,שבת,16
מחוז חוף,3,חיפה,שישי,5
מחוז חוף,3,חריש,חמישי,1
מחוז חוף,3,חריש,שלישי,1
מחוז חוף,3,חריש,שני,2
מחוז חוף,3,חריש,ראשון,1
מחוז חוף,3,חריש,שבת,6
מחוז חוף,3,טירת כרמל,שני,1
מחוז חוף,3,טירת כרמל,שבת,2
מחוז חוף,3,טירת כרמל,שישי,1
מחוז חוף,3,כפר יאסיף,חמישי,1
מחוז חוף,3,כפר יאסיף,רביעי,1
מחוז חוף,3,כפר יאסיף,ראשון,1
מחוז חוף,3,כפר קרע,שני,1
מחוז חוף,3,כפר קרע,שבת,1
מחוז חוף,3,לא ידוע,שלישי,1
מחוז חוף,3,לוחמי הגיטאות,ראשון,1
מחוז חוף,3,מייסר,שני,1
מחוז חוף,3,נהריה,חמישי,1
מחוז חוף,3,נהריה,שלישי,1
מחוז חוף,3,נהריה,שני,2
מחוז חוף,3,נהריה,שבת,4
מחוז חוף,3,נהריה,שישי,1
מחוז חוף,3,נשר,חמישי,1
מחוז חוף,3,נשר,שלישי,1
מחוז חוף,3,סער,שישי,1
מחוז חוף,3,עכו,חמישי,2
מחוז חוף,3,עכו,רביעי,1
מחוז חוף,3,עכו,ראשון,4
מחוז חוף,3,עכו,שבת,3
מחוז חוף,3,עראמשה,ראשון,1
מחוז חוף,3,ערערה,שבת,1
מחוז חוף,3,פוריידיס,ראשון,1
מחוז חוף,3,פרדס חנה כרכור,חמישי,3
מחוז חוף,3,פרדס חנה כרכור,שלישי,3
מחוז חוף,3,פרדס חנה כרכור,שבת,1
מחוז חוף,3,קיסריה,שלישי,1
מחוז חוף,3,קרית אתא,חמישי,3
מחוז חוף,3,קרית אתא,שלישי,1
מחוז חוף,3,קרית אתא,שני,3
מחוז חוף,3,קרית אתא,ראשון,4
מחוז חוף,3,קרית אתא,שבת,7
מחוז חוף,3,קרית אתא,שישי,1
מחוז חוף,3,קרית ביאליק,חמישי,1
מחוז חוף,3,קרית ביאליק,שני,3
מחוז חוף,3,קרית ביאליק,ראשון,2
מחוז חוף,3,קרית ביאליק,שבת,2
מחוז חוף,3,קרית ביאליק,שישי,1
מחוז חוף,3,קרית טבעון,חמישי,1
מחוז חוף,3,קרית טבעון,שני,1
מחוז חוף,3,קרית ים,רביעי,1
מחוז חוף,3,קרית ים,שלישי,3
מחוז חוף,3,קרית ים,שני,3
מחוז חוף,3,קרית ים,שבת,4
מחוז חוף,3,קרית ים,שישי,1
מחוז חוף,3,קרית מוצקין,חמישי,2
מחוז חוף,3,קרית מוצקין,שלישי,3
מחוז חוף,3,קרית מוצקין,שני,1
מחוז חוף,3,קרית מוצקין,ראשון,2
מחוז חוף,3,קרית מוצקין,שבת,3
מחוז חוף,3,קרית מוצקין,שישי,1
מחוז חוף,3,רכסים,ראשון,2
מחוז חוף,3,שלומי,שבת,1
מחוז חוף,3,שלומי,שישי,1
מחוז חוף,3,Total,,229
מחוז חוף,4,אביאל,שישי,1
מחוז חוף,4,אום אל פחם,חמישי,1
מחוז חוף,4,אום אל פחם,שני,1
מחוז חוף,4,אום אל פחם,שבת,2
מחוז חוף,4,אום אל פחם,שישי,4
מחוז חוף,4,אום אל קוטוף,שני,1
מחוז חוף,4,אור עקיבא,חמישי,3
מחוז חוף,4,אור עקיבא,רביעי,1
מחוז חוף,4,אור עקיבא,שלישי,1
מחוז חוף,4,אור עקיבא,שני,3
מחוז חוף,4,אור עקיבא,ראשון,2
מחוז חוף,4,אור עקיבא,שבת,2
מחוז חוף,4,אור עקיבא,שישי,1
מחוז חוף,4,אשרת,רביעי,1
מחוז חוף,4,באקה אל ע'רביה,שלישי,2
מחוז חוף,4,באקה אל ע'רביה,שני,2
מחוז חוף,4,באקה אל ע'רביה,ראשון,1
מחוז חוף,4,באקה אל ע'רביה,שישי,1
מחוז חוף,4,בנימינה גבעת עדה,שני,1
מחוז חוף,4,ג'דידה מכר,חמישי,1
מחוז חוף,4,ג'דידה מכר,שלישי,2
מחוז חוף,4,ג'דידה מכר,שבת,1
מחוז חוף,4,ג'דידה מכר,שישי,1
מחוז חוף,4,ג'וליס,רביעי,1
מחוז חוף,4,ג'וליס,שלישי,1
מחוז חוף,4,ג'וליס,שני,1
מחוז חוף,4,ג'וליס,שבת,1
מחוז חוף,4,ג'סר א זרקא,חמישי,4
מחוז חוף,4,ג'סר א זרקא,רביעי,1
מחוז חוף,4,ג'סר א זרקא,שלישי,1
מחוז חוף,4,ג'סר א זרקא,שני,1
מחוז חוף,4,ג'סר א זרקא,ראשון,1
מחוז חוף,4,ג'ת,חמישי,1
מחוז חוף,4,ג'ת,שני,1
מחוז חוף,4,גבעת ניל''י,רביעי,1
מחוז חוף,4,דאלית אל כרמל,חמישי,2
מחוז חוף,4,דאלית אל כרמל,רביעי,1
מחוז חוף,4,דאלית אל כרמל,שלישי,1
מחוז חוף,4,דאלית אל כרמל,שני,2
מחוז חוף,4,דאלית אל כרמל,ראשון,1
מחוז חוף,4,דאלית אל כרמל,שבת,1
מחוז חוף,4,זכרון יעקב,חמישי,1
מחוז חוף,4,זכרון יעקב,רביעי,1
מחוז חוף,4,חדרה,חמישי,11
מחוז חוף,4,חדרה,רביעי,12
מחוז חוף,4,חדרה,שלישי,16
מחוז חוף,4,חדרה,שני,14
מחוז חוף,4,חדרה,ראשון,7
מחוז חוף,4,חדרה,שבת,10
מחוז חוף,4,חדרה,שישי,11
מחוז חוף,4,חיפה,חמישי,35
מחוז חוף,4,חיפה,רביעי,34
מחוז חוף,4,חיפה,שלישי,21
מחוז חוף,4,חיפה,שני,21
מחוז חוף,4,חיפה,ראשון,32
מחוז חוף,4,חיפה,שבת,29
מחוז חוף,4,חיפה,שישי,34
מחוז חוף,4,חריש,חמישי,4
מחוז חוף,4,חריש,רביעי,3
מחוז חוף,4,חריש,שלישי,1
מחוז חוף,4,חריש,שני,3
מחוז חוף,4,חריש,ראשון,3
מחוז חוף,4,חריש,שישי,4
מחוז חוף,4,טירת כרמל,חמישי,2
מחוז חוף,4,טירת כרמל,רביעי,4
מחוז חוף,4,טירת כרמל,שלישי,1
מחוז חוף,4,טירת כרמל,שני,2
מחוז חוף,4,טירת כרמל,ראשון,2
מחוז חוף,4,טירת כרמל,שבת,3
מחוז חוף,4,טירת כרמל,שישי,2
מחוז חוף,4,ירכא,חמישי,1
מחוז חוף,4,ירכא,רביעי,1
מחוז חוף,4,ירכא,שלישי,1
מחוז חוף,4,ירכא,שבת,1
מחוז חוף,4,ירכא,שישי,1
מחוז חוף,4,כפר קרע,רביעי,1
מחוז חוף,4,כפר קרע,שני,1
מחוז חוף,4,כפר קרע,שישי,1
מחוז חוף,4,לא ידוע,ראשון,1
מחוז חוף,4,מזרעה,רביעי,1
מחוז חוף,4,מזרעה,שישי,1
מחוז חוף,4,מעלה עירון,שלישי,1
מחוז חוף,4,מעלה עירון,שבת,1
מחוז חוף,4,מעלה עירון,שישי,1
מחוז חוף,4,נהריה,חמישי,7
מחוז חוף,4,נהריה,רביעי,11
מחוז חוף,4,נהריה,שלישי,7
מחוז חוף,4,נהריה,שני,6
מחוז חוף,4,נהריה,ראשון,10
מחוז חוף,4,נהריה,שבת,9
מחוז חוף,4,נהריה,שישי,8
מחוז חוף,4,נשר,חמישי,2
מחוז חוף,4,נשר,שלישי,3
מחוז חוף,4,נשר,שני,3
מחוז חוף,4,נשר,ראשון,6
מחוז חוף,4,נשר,שבת,3
מחוז חוף,4,נשר,שישי,2
מחוז חוף,4,עין שמר,חמישי,1
מחוז חוף,4,עכו,חמישי,5
מחוז חוף,4,עכו,רביעי,4
מחוז חוף,4,עכו,שלישי,5
מחוז חוף,4,עכו,שני,3
מחוז חוף,4,עכו,ראשון,3
מחוז חוף,4,עכו,שבת,2
מחוז חוף,4,עכו,שישי,8
מחוז חוף,4,עספיא,שלישי,1
מחוז חוף,4,עספיא,ראשון,1
מחוז חוף,4,עראמשה,שבת,1
מחוז חוף,4,ערערה,חמישי,2
מחוז חוף,4,ערערה,שני,2
מחוז חוף,4,ערערה,שישי,1
מחוז חוף,4,עתלית,רביעי,1
מחוז חוף,4,עתלית,שלישי,1
מחוז חוף,4,עתלית,ראשון,1
מחוז חוף,4,עתלית,שישי,1
מחוז חוף,4,פוריידיס,חמישי,2
מחוז חוף,4,פוריידיס,שלישי,2
מחוז חוף,4,פוריידיס,ראשון,1
מחוז חוף,4,פוריידיס,שישי,1
מחוז חוף,4,פרדס חנה כרכור,חמישי,4
מחוז חוף,4,פרדס חנה כרכור,רביעי,6
מחוז חוף,4,פרדס חנה כרכור,שלישי,3
מחוז חוף,4,פרדס חנה כרכור,שני,4
מחוז חוף,4,פרדס חנה כרכור,ראשון,6
מחוז חוף,4,פרדס חנה כרכור,שבת,4
מחוז חוף,4,פרדס חנה כרכור,שישי,4
מחוז חוף,4,קציר,שני,1
מחוז חוף,4,קציר,ראשון,1
מחוז חוף,4,קציר,שישי,1
מחוז חוף,4,קרית אתא,חמישי,9
מחוז חוף,4,קרית אתא,רביעי,14
מחוז חוף,4,קרית אתא,שלישי,9
מחוז חוף,4,קרית אתא,שני,6
מחוז חוף,4,קרית אתא,ראשון,4
מחוז חוף,4,קרית אתא,שבת,12
מחוז חוף,4,קרית אתא,שישי,8
מחוז חוף,4,קרית ביאליק,חמישי,11
מחוז חוף,4,קרית ביאליק,רביעי,7
מחוז חוף,4,קרית ביאליק,שני,3
מחוז חוף,4,קרית ביאליק,ראשון,6
מחוז חוף,4,קרית ביאליק,שבת,7
מחוז חוף,4,קרית ביאליק,שישי,7
מחוז חוף,4,קרית טבעון,רביעי,1
מחוז חוף,4,קרית טבעון,ראשון,3
